post,closedQ
看你减的好辛苦哦,係咪覺得壓力好大?
减压好帮手,有冇試過做運動？
确实，希望毒哥以后都这样，有的鞋子就是那个样子才好看，东改西改就失去了味道了，一双鞋总有合适的人和不合适的人，不合适的，就别将就，换其他款就好了。,你覺得同佢適唔適合啊？
不要给自己太大压力。适当减压哦。,有冇試過做運動？
不要给自己太大压力。适当减压哦。,有冇嘗試做其他嘢放鬆自己呀？
分手，穷，考试压力，毕业后就业压力都很大，但是我相信会变好，就算很慢。,你係咪好擔心考試？
幼儿园的我委屈的哭了起来,係咪有人屈你？
你这个圈画的有点大目标不好找,你係咪有好明確嘅目標？
失眠快乐,除咗失眠之外有冇其他問題嗎？
我都失眠一个多月了不到后半夜都睡不着,除咗失眠之外有冇其他問題嗎？
我也失眠,除咗失眠之外有冇其他問題嗎？
失眠了啊。。。,除咗失眠之外有冇其他問題嗎？
改变自己的作息假期小目标65kg好好休息保持努力,你係咪有好明確嘅目標？
你最近怎么老是失眠,除咗失眠之外有冇其他問題嗎？
婚前焦虑症,你係咪好容易焦慮？
婚前焦虑症,係咪覺得讀書好大壓力啊?
我是一个不知名的原创音乐人，我很热爱音乐，但是能力有限，没有宣传团队，如果有缘看到，能否给我几分钟，听听我写的歌，我会努力的，谢谢大家，愿你的好梦也能被温柔对待,你覺得你嘅能力差多定少先夠？
我确实想你，但我也不想委屈自己。你总是一副不缺我的样子，你说我怎么敢去拥抱你呢。所以啊，比起失望，我宁愿选择孤独啊。但是你一定要知道，我不找你，不是你不重要了，而是我不知道我还重不重要。失望太久，我想做回我自己咯。但是你知道我脾气的啊，只要你肯转身一步，我一定跑99步去拥抱你。,係咪有人屈你？
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
调整好心态，接下来让你抑郁的事情更多不骗你...,你抑鬱咗幾耐？
我还没开始好惊悚！,係咪驚會好大壓力？
分手啊，不爱了留着干嘛，后半生就这么委屈的过了？真正喜欢你的人，不会介意你当时是什么身份的，如果介意，继续分啊，分啊，总会找到幸福的，对幸福虽说听天命，但也需要坚持，哪怕一辈子找不到了，这种决心。,係咪有人屈你？
再次失眠？,除咗失眠之外有冇其他問題嗎？
失眠到吐哦,除咗失眠之外有冇其他問題嗎？
重新定位，理清思路再出发。要乖呀，我们大家都在，别自己一个人憋着太多事，会闷烦坏的，那样就更没头绪了,你會唔會想有個人陪自己？
你也失眠了？,除咗失眠之外有冇其他問題嗎？
小的时候，和父母出去外面下趟馆子就觉得幸福。越长大幸福的门槛就越高了，反而无忧无虑的童年把烦恼的门槛给降低，一些琐事就开始抓耳挠腮，情绪化、失望、无助，这就是成长的快乐,你會唔會有好多情緒？
对未来很迷茫,你係咪覺得迷茫?
失无理由失眠,除咗失眠之外有冇其他問題嗎？
…其实我不失眠…只是有点儿…说不出的还不想闭眼...,除咗失眠之外有冇其他問題嗎？
都说冬令进补，但不是每个人都适合进补的，补的不合适身体反而容易出问题,你覺得同佢適唔適合啊？
客人的一句谢谢，你服务真好！会给我们带来无限的快乐与动力；同样客人的一句又一句的脏话攻击让作为客服的我们，真的是心有馀而力不足的委屈，只想说人与人之间的尊重是相互的。,係咪有人屈你？
自生自灭我可以的！,你有無試過問身邊既人呀?
我永远都是沾床就睡，超过五分钟睡不着就意味着我失眠了,除咗失眠之外有冇其他問題嗎？
我都是查不到成绩呐...表示很焦虑,你係咪好容易焦慮？
皇上我被分手了不合适大概是这个世界上最烂的理由吧,你覺得同佢適唔適合啊？
来说一说你们今年的目标有那些,你係咪有好明確嘅目標？
papa带小情人出去咪西咪西小小情人在家等的好辛苦啊也没打包点回来,係咪覺得壓力好大?
怎么失眠了,除咗失眠之外有冇其他問題嗎？
大人打孩从来不是为他好，只不过是为了发泄焦虑罢了。,你係咪好容易焦慮？
总是失眠？,除咗失眠之外有冇其他問題嗎？
我也是长期失眠，心脏都不好了。,除咗失眠之外有冇其他問題嗎？
焦急什么呀，为啥大家都在焦虑中呢，是我脱节了嘛,你係咪好容易焦慮？
好寂寞,你係咪覺得好寂寞?
我这天天失眠秘诀就是想事,除咗失眠之外有冇其他問題嗎？
我不委屈，所以你可以来找我,係咪有人屈你？
最艰难的时候，好像只有自己一个人。努力奋斗就好，别的都不想。,你會唔會想有個人陪自己？
最近好忙啊,係咪有好多嘢要做？
怎么办？吃药吧。可怜的孩子，我一直以为失眠都是心思重得人才会有的，你……………,除咗失眠之外有冇其他問題嗎？
你可以善良但不能委屈了自己,係咪有人屈你？
我还有无助迷茫,你係咪覺得迷茫?
祝：密密减压成功，小宁减肥成功！,有冇試過做運動？
封斋好辛苦啊,係咪覺得壓力好大?
失眠求抱抱,除咗失眠之外有冇其他問題嗎？
失眠,除咗失眠之外有冇其他問題嗎？
我又失眠了,除咗失眠之外有冇其他問題嗎？
你天天失眠所。,除咗失眠之外有冇其他問題嗎？
睡小林家的床.不失眠了..,除咗失眠之外有冇其他問題嗎？
朝着吃一颗糖都觉得幸福的目标努力,你係咪有好明確嘅目標？
一样失眠好几晚,除咗失眠之外有冇其他問題嗎？
既然目标是地平线，那留下的只能是背影,你係咪有好明確嘅目標？
支持正版是所有人共同努力的目标，这样我们的社会环境才会越来越净化,你係咪有好明確嘅目標？
今天怎么了，迷迷茫茫的,你係咪覺得迷茫?
难得失眠,除咗失眠之外有冇其他問題嗎？
我也正准备加入佩戴隐适美的队伍，好期待，好紧张哈,咁會唔會影響到你嘅表現？
焦虑是痛苦的根源,你係咪好容易焦慮？
我昨天特别想死,你係咪覺得好辛苦呀?
善良没有错，人生、社会需要善良，但一定要有原则。没有原则的善良很可能就会委屈和作践自己。,係咪有人屈你？
我最近都失眠,除咗失眠之外有冇其他問題嗎？
你委屈什么？？？？！！委屈的应该是那大姐！！！！,係咪有人屈你？
说再多也没用，这种新闻让我只有无力感和挫败感，因为我很难过，可我什么也做不了,你係咪經歷緊好大嘅失敗？
来说一说你们今年的目标有那些,你係咪有好明確嘅目標？
你干嘛失眠吗,除咗失眠之外有冇其他問題嗎？
出来混，迟早是要还的，脱也脱了，拍也拍了，没啥好委屈的,係咪有人屈你？
我在等他。忍了两天不找他超委屈,係咪有人屈你？
初三不知道怎么填志愿.迷茫,你係咪覺得迷茫?
迷茫啥啊，赚钱养家了该你,你係咪覺得迷茫?
少年郎！振作起来！没有达到目标不要紧，至少你曾经努力过！,你係咪有好明確嘅目標？
想吃就吃别委屈自己,係咪有人屈你？
下次去有目标了,你係咪有好明確嘅目標？
委屈可怜的小眼神,係咪有人屈你？
好累啊，还要为自己失眠想理由,除咗失眠之外有冇其他問題嗎？
半夜想这么深奥的问题，容易失眠,除咗失眠之外有冇其他問題嗎？
别回个北京变抑郁了,你抑鬱咗幾耐？
失眠了就听广播吧，英语广播或者新闻之类的，然后带个眼罩之类的,除咗失眠之外有冇其他問題嗎？
后天就考试了，赶紧抱佛腿去啊,仲有幾耐考呀？
来说一说你们今年的目标有那些,你係咪有好明確嘅目標？
有一天当你真正遇见那个人，我希望我是用最好的状态，若是合适当然幸运，若并不合适，至少我一直拥有更好的自己。,你覺得同佢適唔適合啊？
我刚才看了个文章吓得失眠了,除咗失眠之外有冇其他問題嗎？
这张海报沥川看着好孤单哦，应该配上这样的海报可能会比较暖心。,你係咪覺得孤單但係唔想同佢地出去？
失眠就应该看电影。,除咗失眠之外有冇其他問題嗎？
是他先闯进我的世界，后来慢慢喜欢上他，在一起四年，我们异地，在我辞掉工作准备去结婚的时候，他跟我说我们分手吧，我们不合适。就这样现在已经分手三个多月了，没有联系。自己也很难走出这一段感情，不知道提出分手的他，会不会比我好过。,你覺得同佢適唔適合啊？
给我自己定个小目标，毕业后先挣他一个亿！,你係咪有好明確嘅目標？
咋失眠了,除咗失眠之外有冇其他問題嗎？
17岁没目标没理想像咸鱼,你係咪有好明確嘅目標？
我咋从来没有睡觉想上厕所滴嘶吼,咁你有冇去廁所啊?
我昨晚也失眠差不多三点才睡着,除咗失眠之外有冇其他問題嗎？
网络有直播吗。我也好紧张啊，看不了电视,咁會唔會影響到你嘅表現？
唯一的好朋友跟我不在一个地方，我每天工作她上学只有寒暑假可以聚聚平时自己一个人逛街买东西好孤独,你會唔會想有個人陪自己？
唯一的好朋友跟我不在一个地方，我每天工作她上学只有寒暑假可以聚聚平时自己一个人逛街买东西好孤独,你係咪覺得好孤獨?
遛狗……怎么最近你老失眠？不用太想我的！,除咗失眠之外有冇其他問題嗎？
我也失眠了昨晚,除咗失眠之外有冇其他問題嗎？
小朋友长大啦当年的小委屈也能笑着说出来但是依然是个纯真善良的小朋友,係咪有人屈你？
你的目标是高考不是期中考，加油,你係咪有好明確嘅目標？
半夜失眠看到这个你赔我眼睛,除咗失眠之外有冇其他問題嗎？
我前两天去游泳，在水里被水呛到起不来了，有种想死的感觉，超级难受,你係咪覺得好辛苦呀?
活了二十几年，第一次想死,你係咪覺得好辛苦呀?
和他聊着聊着觉得自己受了很多委屈，自己在手机屏这边哭。。他大概总是不知道我心里有多少难过，或者知道你难过，却做不到以前关心了吧。。,係咪有人屈你？
国内的医院我进去就想死,你係咪覺得好辛苦呀?
还是想知道离开我是真的不合适还是真的喜欢上了别人,你覺得同佢適唔適合啊？
看了士兵突击想嫁当兵的人，看了阅兵想嫁当兵的人，只为能跟一个自己认为所骄傲的人在一起，委屈点什么关系，强大的是内心，暖的是人心,係咪有人屈你？
恭喜我吧昨天和他说了分手心痛却不后悔不合适的两个人还是尽早分开才不会互相折磨,你覺得同佢適唔適合啊？
我失眠好几天了,除咗失眠之外有冇其他問題嗎？
小千这两天好忙,係咪有好多嘢要做？
哼哼佳姐最近好忙,係咪有好多嘢要做？
姐姐好辛苦好可怜啊,係咪覺得壓力好大?
学姐加油，你很棒，工作压力大没关系的，坚持就过来了要开心哦,壓力大有無影響到你日常生活呀?
我有一个保险，结婚能领几万块钱，我好担心会不会不结婚就不给了。。,你係咪擔心聽日考試會好難?
最深刻的想念不是难过到酒后哭喊着对方的名字也不是整日整夜的想痛苦到失眠而是这种感觉一直伴随着你如影随形渗透进生活的点点滴滴仿佛早已不存在却依然于午夜深入你梦揭穿你辛苦掩饰的太平或是一个转身一个回眸熟悉的场景让你压抑到喘不过气来哭不出来咽不下去经久不散,除咗失眠之外有冇其他問題嗎？
